ID,2006-11-BizGroup,2006-11-Education,2006-11-MonthsOfExp,2006-12-BizGroup,2006-12-Education,2006-12-MonthsOfExp,2007-1-BizGroup,2007-1-Education,2007-1-MonthsOfExp,2007-2-BizGroup,2007-2-Education,2007-2-MonthsOfExp,2007-3-BizGroup,2007-3-Education,2007-3-MonthsOfExp
72996,,,,Mobility,3,0,Mobility,3,1,Mobility,3,2,Mobility,3,3
91540,,,,,,,,,,,,,,,
5400218,,,,,,,,,,,,,,,
2262297,,,,,,,,,,,,,,,
7198825,,,,,,,,,,,,,,,
4977622,,,,,,,,,,,,,,,
62813,,,,,,,,,,,,,,,
7209031,,,,,,,,,,,,,,,
2628258,,,,,,,,,,,,,,,
46780,,,,,,,,,,,,,,,
5148327,,,,,,,,,,,,,,,
7277551,,,,,,,,,,,,,,,
6708459,,,,,,,,,,,,,,,
367802,,,,,,,,,,,,,,,
6361530,,,,,,,,,,,,,,,
44661,,,,,,,,,,,,,,,
3598766,,,,,,,,,,,,,,,
346995,,,,Technology and Manufacturing,0,0,Technology and Manufacturing,0,1,Technology and Manufacturing,0,2,Technology and Manufacturing,0,3
4031380,,,,,,,,,,,,,,,
68573,,,,,,,,,,,,,,,
3943191,,,,,,,,,,,,,,,
107308,,,,,,,,,,,,,,,
7309209,,,,,,,,,,,,,,,
7245960,,,,,,,,,,,,,,,
7303661,,,,,,,,,,,,,,,
3981510,,,,,,,,,,,,,,,
46442,,,,,,,,,,,,,,,
7307429,,,,,,,,,,,,,,,
3937518,,,,,,,,,,,,,,,
6883010,,,,,,,,,,,,,,,
42688,,,,,,,,,,,,,,,
7190311,,,,,,,,,,,,,,,
3776440,,,,,,,,,,,,,,,
4704131,,,,,,,,,,,,,,,
5232115,,,,,,,,,,,,,,,
79643,,,,,,,,,,,,,,,
7291391,,,,,,,,,,,,,,,
6640432,,,,,,,,,,,,,,,
4858958,,,,,,,,,,,,,,,
7301444,,,,,,,,,,,,,,,
48063,,,,,,,,,,,,,,,
112158,,,,,,,,,,,,,,,
4242037,,,,,,,,,,,,,,,
7201076,,,,,,,,,,,,,,,
7298442,,,,,,,,,,,,,,,
106949,,,,,,,,,,,,,,,
112192,,,,,,,,,,,,,,,
47097,,,,,,,,,,,,,,,
6544760,,,,,,,,,,,,,,,
100382,,,,,,,,,,,,,,,
95855,,,,,,,,,,,,,,,
7129225,,,,,,,,,,,,,,,
106922,,,,,,,,,,,,,,,
42463,,,,,,,,,,,,,,,
105380,,,,,,,,,,,,,,,
47071,,,,,,,,,,,,,,,
43519,,,,,,,,,,,,,,,
7166054,,,,,,,,,,,,,,,
4724220,,,,,,,,,,,,,,,
5424262,,,,,,,,,,,,,,,
78543,,,,,,,,,,,,,,,
3294111,,,,,,,,,,,,,,,
3997155,,,,,,,,,,,,,,,
2879031,,,,,,,,,,,,,,,
91176,,,,,,,,,,,,,,,
83750,,,,,,,,,,,,,,,
111829,,,,,,,,,,,,,,,
6936410,,,,,,,,,,,,,,,
6781590,,,,,,,,,,,,,,,
47027,,,,,,,,,,,,,,,
75226,,,,,,,,,,,,,,,
55012,,,,,,,,,,,,,,,
47098,,,,,,,,,,,,,,,
7317770,,,,,,,,,,,,,,,
52822,,,,,,,,,,,,,,,
7259554,,,,,,,,,,,,,,,
310236,,,,,,,,,,,,,,,
44807,,,,,,,,,,,,,,,
7208881,,,,,,,,,,,,,,,
2582960,,,,,,,,,,,,,,,
93370,,,,,,,,,,,,,,,
107327,,,,,,,,,,,,,,,
95915,,,,,,,,,,,,,,,
4652345,,,,,,,,,,,,,,,
1569237,,,,,,,,,,,,,,,
3952683,,,,,,,,,,,,,,,
98735,,,,,,,,,,,,,,,
2647233,,,,,,,,,,,,,,,
100373,,,,,,,,,,,,,,,
89837,,,,,,,,,,,,,,,
7111382,,,,,,,,,,,,,,,
107165,,,,,,,,,,,,,,,
99118,,,,,,,,,,,,,,,
91185,,,,,,,,,,,,,,,
7254408,,,,,,,,,,,,,,,
79598,,,,,,,,,,,,,,,
432325,,,,,,,Finance,3,0,Finance,3,1,Finance,3,2
2672640,,,,,,,,,,,,,,,
2591773,,,,,,,,,,,,,,,
4828402,,,,,,,,,,,,,,,
7006561,,,,,,,,,,,,,,,
4588351,,,,,,,,,,,,,,,
2579098,,,,,,,,,,,,,,,
4596663,,,,,,,,,,,,,,,
6373984,,,,,,,,,,,,,,,
6671100,,,,,,,,,,,,,,,
5403883,,,,,,,,,,,,,,,
7148814,,,,,,,,,,,,,,,
39757,,,,,,,,,,,,,,,
65885,,,,,,,,,,,,,,,
101757,,,,,,,,,,,,,,,
4878145,,,,,,,,,,,,,,,
107330,,,,,,,,,,,,,,,
97559,,,,,,,,,,,,,,,
663077,,,,,,,,,,,,,,,
95938,,,,,,,,,,,,,,,
6641610,,,,,,,,,,,,,,,
4561115,,,,,,,,,,,,,,,
4374478,,,,,,,,,,,,,,,
4556659,,,,,,,,,,,,,,,
73868,,,,,,,,,,,,,,,
6749527,,,,,,,,,,,,,,,
4012405,,,,,,,,,,,,,,,
